pair_type,cancer,omega,kn,kf
TT,TCGA-LUAD,56.17702181467986,0.012336538700339298,0.6930300036866031
TT,TCGA-LUAD,47.80892809922911,0.014492940193575065,0.6928919356610579
TT,TCGA-LUAD,73.80676794750347,0.009389409856992098,0.6930019944790176
TT,TCGA-LUAD,61.78380369351629,0.01121780697590707,0.6930787840712
TT,TCGA-LUAD,366.2269391326048,0.0018920363373853288,0.6929146765682933
TT,TCGA-LUAD,109.61196598680658,0.0063222469774891,0.6929939206567259
TT,TCGA-LUAD,487.3606570466048,0.001422002323570396,0.6930279867370669
TT,TCGA-LUAD,46.568969706584554,0.014882249752089165,0.6930510378708659
TT,TCGA-LUAD,1060.7669847070624,0.0006533175946670648,0.6930177349510531
TT,TCGA-LUAD,41.468196940220416,0.016711446272363074,0.6929935451782643
TT,TCGA-LUAD,285.4904759058192,0.0024274417815446313,0.6930115094468464
TT,TCGA-LUAD,71.14559575765432,0.009739053259212751,0.6928907462422161
TT,TCGA-LUAD,81.94869329412278,0.008457090639646152,0.6930475269889591
TT,TCGA-LUAD,96.20501337352724,0.007203792613439756,0.6930409647160884
TT,TCGA-LUAD,30.830417893905253,0.022430135014427748,0.691530435911524
TT,TCGA-LUAD,88.65098764201392,0.007817736811925957,0.6930500895025653
TT,TCGA-LUAD,795.3962218757886,0.000871325507435206,0.6930490166379671
TT,TCGA-LUAD,100.1350628238595,0.006920077727361957,0.6929424179753805
TT,TCGA-LUAD,160.1358091976833,0.004324374574613326,0.6924872217795925
TT,TCGA-LUAD,75.76693896897574,0.009147382752761527,0.6930691907543439
TT,TCGA-LUAD,83.04397063642415,0.008343723912470208,0.6928959635856059
TT,TCGA-LUAD,445.7027195082803,0.0015544645114661517,0.6928290601395742
TT,TCGA-LUAD,51.22604167415566,0.013528506435535135,0.6930118344558058
TT,TCGA-LUAD,83.09990222700537,0.008334768543978143,0.6926184510893036
TT,TCGA-LUAD,698.2289088788517,0.0009925919141723048,0.6930563691944992
TT,TCGA-LUAD,131.15007637316907,0.005284382056050371,0.6930471102360104
TT,TCGA-LUAD,186.2863627384415,0.003719814240975569,0.6929506650139954
TT,TCGA-LUAD,669.1599796813961,0.0010356697666236009,0.693028759990485
TT,TCGA-LUAD,83.14090510202794,0.0083357613399898,0.6930427425212453
TT,TCGA-LUAD,978.8665216924991,0.0007077271332585411,0.692770397240192
TT,TCGA-LUAD,51.03247771778338,0.013578186781689082,0.6929285143844489
TT,TCGA-LUAD,526.8762265471892,0.001315308172602963,0.6930046067277281
TT,TCGA-LUAD,30.925646337169304,0.022412030171716703,0.6931065187884786
TT,TCGA-LUAD,55.37329049191736,0.012515839608766635,0.6930432224064802
TT,TCGA-LUAD,26.534885280235105,0.026113781762671925,0.6929262033055952
TT,TCGA-LUAD,90.94748489610357,0.007620308137341201,0.6930478592244941
TT,TCGA-LUAD,395.64711381237584,0.0017517202731511595,0.6930630702788829
TT,TCGA-LUAD,90.1531404700498,0.00768675808560642,0.6929853814509667
TT,TCGA-LUAD,75.94782772956893,0.0091226430957267,0.6928449262725929
TT,TCGA-LUAD,77.1565354649329,0.008982127495555475,0.6930298386613749
TT,TCGA-LUAD,89.34562501716077,0.007756442686911809,0.6930042197719215
TT,TCGA-LUAD,99.27624722156922,0.006980983142574414,0.6930458083118247
TT,TCGA-LUAD,101.90615205774425,0.006801049036458333,0.6930687372614979
TT,TCGA-LUAD,84.38526400913973,0.008212681559376435,0.6930293016109739
TT,TCGA-LUAD,30.56693869384589,0.022671153824207275,0.6929877690632936
TT,TCGA-LUAD,1768.862948070148,0.0003917368928066513,0.6929288750778128
TT,TCGA-LUAD,81.45283691130291,0.008508822900281904,0.6930677640038213
TT,TCGA-LUAD,73.68450108311204,0.009405301840206291,0.6930249736316761
TT,TCGA-LUAD,76.99997314613975,0.00899950531831005,0.6929616678384157
TT,TCGA-LUAD,202.04125229715365,0.0034299491221581133,0.692991215956348
TT,TCGA-LUAD,63.284208820343785,0.01094767842940111,0.6928151678241932
TT,TCGA-LUAD,600.3072797237501,0.0011544010731242066,0.6929953679173704
TT,TCGA-LUAD,109.27131109074209,0.006341857875556526,0.6929831248132099
TT,TCGA-LUAD,50.381098943518204,0.013755061086707796,0.6929950935835625
TT,TCGA-LUAD,24.556472326716474,0.02821860073540565,0.69294928805765
TT,TCGA-LUAD,33.713446459108205,0.02053727137983947,0.6923821990803933
TT,TCGA-LUAD,87.96621340813171,0.00787868587082071,0.6930581626882466
TT,TCGA-LUAD,90.30427743139879,0.007674663380972358,0.6930549311479248
TT,TCGA-LUAD,737.1295710899028,0.0009401772467938896,0.6930324506776656
TT,TCGA-LUAD,52.78086260109363,0.013130511367900347,0.6930397163912462
TT,TCGA-LUAD,126.59960274787863,0.00547363295230778,0.6929597573498631
TT,TCGA-LUAD,220.8751919949283,0.003137515429410636,0.692999322858124
TT,TCGA-LUAD,94.25836083881799,0.007352484728290661,0.6930331585811198
TT,TCGA-LUAD,428.8829214522424,0.001616041247439897,0.6930924913893491
TT,TCGA-LUAD,51.77464669565242,0.013385425380852974,0.6930256699646815
TT,TCGA-LUAD,840.2135880203258,0.0008248464441682834,0.6930471904204407
TT,TCGA-LUAD,31.609278329969193,0.02191965373503834,0.6928644358073757
TT,TCGA-LUAD,141.78228032827639,0.004888288216681677,0.6930726502629718
TT,TCGA-LUAD,902.4933911740957,0.0007678567443250809,0.6929856371218428
TT,TCGA-LUAD,83.19586300035438,0.008330300860098987,0.6930465691085296
TT,TCGA-LUAD,42.27339889371427,0.016395346180959953,0.693087009108255
TT,TCGA-LUAD,984.8027511326562,0.0007036062646043112,0.6929133850964974
TT,TCGA-LUAD,66.80027680586572,0.010374897406499564,0.6930460185866293
TT,TCGA-LUAD,101.11027162582938,0.006854202104189873,0.6930302365329694
TT,TCGA-LUAD,33.65446072774466,0.02059332083679915,0.6930571073559029
TT,TCGA-LUAD,123.6473606141048,0.0056047097674157146,0.6930075697490463
TT,TCGA-LUAD,905.6362894456337,0.0007651630780895649,0.6929594508618332
TT,TCGA-LUAD,72.93757927580374,0.009501727223931116,0.6930329826525384
TT,TCGA-LUAD,70.84241054621347,0.00978202596029067,0.6929822990526296
